month,dataset,dataset_status,rows,files,min_interval,max_interval,blocker
2023-03,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2023-03,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2023-03,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2023-03,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2023-03,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-04,DISPATCHPRICE,MISSING,0,,,,
2023-04,DISPATCHREGIONSUM,MISSING,0,,,,
2023-04,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-04,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-04,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2023-04,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2023-04,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2023-04,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2023-04,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2023-04,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-05,DISPATCHPRICE,MISSING,0,,,,
2023-05,DISPATCHREGIONSUM,MISSING,0,,,,
2023-05,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-05,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-05,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2023-05,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2023-05,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2023-05,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2023-05,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2023-05,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-06,DISPATCHPRICE,MISSING,0,,,,
2023-06,DISPATCHREGIONSUM,MISSING,0,,,,
2023-06,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-06,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-06,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2023-06,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2023-06,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2023-06,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2023-06,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2023-06,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-07,DISPATCHPRICE,MISSING,0,,,,
2023-07,DISPATCHREGIONSUM,MISSING,0,,,,
2023-07,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-07,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-07,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2023-07,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2023-07,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2023-07,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2023-07,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2023-07,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-08,DISPATCHPRICE,MISSING,0,,,,
2023-08,DISPATCHREGIONSUM,MISSING,0,,,,
2023-08,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-08,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-08,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2023-08,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2023-08,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2023-08,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2023-08,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2023-08,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-09,DISPATCHPRICE,MISSING,0,,,,
2023-09,DISPATCHREGIONSUM,MISSING,0,,,,
2023-09,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-09,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-09,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2023-09,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2023-09,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2023-09,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2023-09,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2023-09,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-10,DISPATCHPRICE,MISSING,0,,,,
2023-10,DISPATCHREGIONSUM,MISSING,0,,,,
2023-10,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-10,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-10,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2023-10,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2023-10,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2023-10,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2023-10,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2023-10,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-11,DISPATCHPRICE,MISSING,0,,,,
2023-11,DISPATCHREGIONSUM,MISSING,0,,,,
2023-11,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-11,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-11,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2023-11,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2023-11,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2023-11,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2023-11,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2023-11,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-12,DISPATCHPRICE,MISSING,0,,,,
2023-12,DISPATCHREGIONSUM,MISSING,0,,,,
2023-12,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-12,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-12,DISPATCH_UNIT_SCADA,AVAILABLE,8928,1.0,2023-11-30T14:05:00Z,2023-12-31T14:00:00Z,
2023-12,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
